epoch,eval_loss,eval_accuracy,eval_f1_macro,eval_f1_weighted
1.0,0.6374952793121338,0.6444444444444445,0.6063422635319846,0.6049814713565397
2.0,0.4565434753894806,0.8388888888888889,0.8388839161702522,0.8388938616075257
3.0,0.4771420657634735,0.8222222222222222,0.8220244716351501,0.8219585547727928
4.0,0.5275790095329285,0.8166666666666667,0.8166610080558042,0.8166496908340792
5.0,0.5492722392082214,0.8222222222222222,0.8221343873517787,0.8221783047870005
