epoch,eval_loss,eval_accuracy,eval_f1_macro,eval_f1_weighted
1.0,0.6437799334526062,0.6555555555555556,0.6376623376623376,0.6367676767676768
2.0,0.5609077215194702,0.7666666666666667,0.7662048490846116,0.7660893946890978
3.0,0.5802412033081055,0.7388888888888889,0.7382344750765804,0.7383799003682044
4.0,0.6688563823699951,0.7333333333333333,0.7257142857142858,0.7252063492063493
5.0,0.6305123567581177,0.7611111111111111,0.7578147000844833,0.7575007561771854
