epoch,eval_loss,eval_accuracy,eval_f1_macro,eval_f1_weighted
1.0,0.6654345393180847,0.5611111111111111,0.504166811952997,0.5022997857510917
2.0,0.5219313502311707,0.7722222222222223,0.7696557320765317,0.7693855752190906
3.0,0.4716217815876007,0.7777777777777778,0.7767857142857142,0.7769510582010583
4.0,0.5526884198188782,0.7666666666666667,0.7624434389140271,0.7620915032679739
5.0,0.5314295291900635,0.7833333333333333,0.7830051621279095,0.7829113989263597
